num_ligne;Rentrée scolaire;Code région;Région académique;Code académie;Académie;Code du département;Département;Code INSEE de la commune;Nom de la commune;UAI;Nom de l'établissement;Secteur;IPS;Ecart type de l'IPS;IPS national privé;IPS national public;IPS national;IPS académique privé;IPS académique public;IPS académique;IPS départemental privé;IPS départemental public;IPS départemental
5356.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78586;SARTROUVILLE;0780577D;COLLEGE ROMAIN ROLLAND;public;81.3;24.9;124.1;100.9;105.9;144.1;109.3;115.8;148.4;116.9;122.7
8339.0;2024-2025;04;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;28;EURE-ET-LOIR;28229;MAINVILLIERS;0280034K;COLLEGE JEAN MACE;public;89.5;29.8;125.1;100.9;106.1;123;100;103.5;121.7;100.4;104.1
5452.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78551;SAINT GERMAIN EN LAYE;0783816Z;COLLEGE PRIVE SAINT THOMAS DE VILLENEUVE;privé sous contrat;146.5;24.1;124.1;100.9;105.9;144.1;109.3;115.8;148.4;116.9;122.7
8346.0;2024-2025;04;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;28;EURE-ET-LOIR;28253;MIGNIERES;0280664V;COLLEGE PRIVE SAINT JACQUES DE COMPOSTELLE;privé sous contrat;122.4;29.5;125.1;100.9;106.1;123;100;103.5;121.7;100.4;104.1
8366.0;2024-2025;04;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;28;EURE-ET-LOIR;28391;TOURY;0280884J;COLLEGE LOUIS BLERIOT;public;92.7;26.8;125.1;100.9;106.1;123;100;103.5;121.7;100.4;104.1
8415.0;2024-2025;03;BRETAGNE;14;RENNES;29;FINISTERE;29020;BRIEC;0290244H;COLLEGE PRIVE SAINT PIERRE;privé sous contrat;105.1;27.9;125.1;100.9;106.1;116.9;105.9;110.7;117.6;106.1;111.1
8471.0;2024-2025;03;BRETAGNE;14;RENNES;29;FINISTERE;29019;BREST;0291869Z;COLLEGE PRIVE LA CROIX ROUGE LA SALLE;privé sous contrat;109.8;28.5;125.1;100.9;106.1;116.9;105.9;110.7;117.6;106.1;111.1
8491.0;2024-2025;16;OCCITANIE;11;MONTPELLIER;30;GARD;30010;ANDUZE;0300006U;COLLEGE FLORIAN;public;99.4;31.5;125.1;100.9;106.1;122.7;100;104.1;118;99.5;103.6
5602.0;2023-2024;16;OCCITANIE;16;TOULOUSE;81;TARN;81004;ALBI;0811061N;COLLEGE PRIVE BON SAUVEUR;privé sous contrat;124.6;31.7;124.1;100.9;105.9;123;107.5;110.3;116.6;103.1;105.9
8521.0;2024-2025;16;OCCITANIE;11;MONTPELLIER;30;GARD;30189;NIMES;0300946R;COLLEGE REVOLUTION;public;120.8;36.9;125.1;100.9;106.1;122.7;100;104.1;118;99.5;103.6
8531.0;2024-2025;16;OCCITANIE;11;MONTPELLIER;30;GARD;30032;BEAUCAIRE;0301208A;COLLEGE EUGENE VIGNE;public;83;28.5;125.1;100.9;106.1;122.7;100;104.1;118;99.5;103.6
8579.0;2024-2025;16;OCCITANIE;16;TOULOUSE;31;HAUTE-GARONNE;31555;TOULOUSE;0310085Z;COLLEGE JEAN PIERRE VERNANT;public;112.2;40.4;125.1;100.9;106.1;124.6;107.2;110.4;140.6;112.1;116.2
8600.0;2024-2025;16;OCCITANIE;16;TOULOUSE;31;HAUTE-GARONNE;31555;TOULOUSE;0311236A;COLLEGE PIERRE DE FERMAT;public;124.9;43.7;125.1;100.9;106.1;124.6;107.2;110.4;140.6;112.1;116.2
8611.0;2024-2025;16;OCCITANIE;16;TOULOUSE;31;HAUTE-GARONNE;31044;BALMA;0311330C;COLLEGE JEAN ROSTAND;public;116.9;41.5;125.1;100.9;106.1;124.6;107.2;110.4;140.6;112.1;116.2
8621.0;2024-2025;16;OCCITANIE;16;TOULOUSE;31;HAUTE-GARONNE;31555;TOULOUSE;0311584D;COLLEGE MARENGO;public;119.8;42;125.1;100.9;106.1;124.6;107.2;110.4;140.6;112.1;116.2
8654.0;2024-2025;16;OCCITANIE;16;TOULOUSE;31;HAUTE-GARONNE;31555;TOULOUSE;0312284P;COLLEGE PRIVE OHR TORAH;privé sous contrat;121.7;36.5;125.1;100.9;106.1;124.6;107.2;110.4;140.6;112.1;116.2
8669.0;2024-2025;16;OCCITANIE;16;TOULOUSE;31;HAUTE-GARONNE;31188;FONTENILLES;0312743N;COLLEGE IRENE JOLIOT CURIE;public;128.8;35.3;125.1;100.9;106.1;124.6;107.2;110.4;140.6;112.1;116.2
8686.0;2024-2025;16;OCCITANIE;16;TOULOUSE;32;GERS;32013;AUCH;0320006H;COLLEGE MATHALIN;public;104.1;34.6;125.1;100.9;106.1;124.6;107.2;110.4;123;105.9;108.9
8697.0;2024-2025;16;OCCITANIE;16;TOULOUSE;32;GERS;32344;RISCLE;0320029H;COLLEGE VAL D ADOUR;public;101.4;26.9;125.1;100.9;106.1;124.6;107.2;110.4;123;105.9;108.9
8717.0;2024-2025;15;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33108;CASTILLON LA BATAILLE;0330064R;COLLEGE ALIENOR D AQUITAINE;public;88.4;29.9;125.1;100.9;106.1;126.3;105.8;109.9;134.6;108.8;113.3
8718.0;2024-2025;15;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33063;BORDEAUX;0330065S;COLLEGE MONSEJOUR;public;114.4;36.1;125.1;100.9;106.1;126.3;105.8;109.9;134.6;108.8;113.3
8746.0;2024-2025;15;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33063;BORDEAUX;0331461J;COLLEGE CASSIGNOL;public;138.5;36.3;125.1;100.9;106.1;126.3;105.8;109.9;134.6;108.8;113.3
8749.0;2024-2025;15;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33099;CARIGNAN DE BORDEAUX;0331490R;COLLEGE PRIVE LESTONNAC;privé sous contrat;131.4;30.6;125.1;100.9;106.1;126.3;105.8;109.9;134.6;108.8;113.3
8767.0;2024-2025;15;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33234;LATRESNE;0331620G;COLLEGE CAMILLE CLAUDEL;public;125.1;33.8;125.1;100.9;106.1;126.3;105.8;109.9;134.6;108.8;113.3
8770.0;2024-2025;15;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33318;PESSAC;0331623K;COLLEGE ALOUETTE;public;126.4;36.7;125.1;100.9;106.1;126.3;105.8;109.9;134.6;108.8;113.3
8839.0;2024-2025;15;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33080;CADAUJAC;0333133B;COLLEGE OLYMPE DE GOUGES;public;112.6;32.6;125.1;100.9;106.1;126.3;105.8;109.9;134.6;108.8;113.3
8847.0;2024-2025;15;NOUVELLE-AQUITAINE;04;BORDEAUX;33;GIRONDE;33322;LE PIAN MEDOC;0333529G;COLLEGE WANGARI MAATHAI;public;117.6;31.7;125.1;100.9;106.1;126.3;105.8;109.9;134.6;108.8;113.3
8902.0;2024-2025;16;OCCITANIE;11;MONTPELLIER;34;HERAULT;34172;MONTPELLIER;0340996Y;COLLEGE LES ESCHOLIERS DE LA MOSSON;public;69.5;18.3;125.1;100.9;106.1;122.7;100;104.1;129.3;103.2;107.5
8938.0;2024-2025;16;OCCITANIE;11;MONTPELLIER;34;HERAULT;34163;MONTARNAUD;0342051V;COLLEGE VINCENT BADIE;public;119.9;33.2;125.1;100.9;106.1;122.7;100;104.1;129.3;103.2;107.5
8965.0;2024-2025;03;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35004;VAL COUESNON;0350052S;COLLEGE PIERRE PERRIN;public;90.4;25.4;125.1;100.9;106.1;116.9;105.9;110.7;120.8;108.4;113.8
8993.0;2024-2025;03;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35136;JANZE;0350866B;COLLEGE PRIVE SAINT JOSEPH;privé sous contrat;118.1;30.5;125.1;100.9;106.1;116.9;105.9;110.7;120.8;108.4;113.8
9027.0;2024-2025;03;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35125;LA GUERCHE DE BRETAGNE;0351799R;COLLEGE DES FONTAINES;public;88.8;28.7;125.1;100.9;106.1;116.9;105.9;110.7;120.8;108.4;113.8
9037.0;2024-2025;03;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35236;REDON;0351969A;COLLEGE BEAUMONT;public;110.1;36.1;125.1;100.9;106.1;116.9;105.9;110.7;120.8;108.4;113.8
9043.0;2024-2025;03;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35238;RENNES;0352071L;COLLEGE PRIVE JOSEPHINE BAKHITA;privé sous contrat;82.8;26.4;125.1;100.9;106.1;116.9;105.9;110.7;120.8;108.4;113.8
9058.0;2024-2025;03;BRETAGNE;14;RENNES;35;ILLE-ET-VILAINE;35037;BREAL SOUS MONTFORT;0352958A;COLLEGE FRANCOISE ELIE;public;113.2;30.5;125.1;100.9;106.1;116.9;105.9;110.7;120.8;108.4;113.8
9113.0;2024-2025;04;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;37;INDRE-ET-LOIRE;37261;TOURS;0370732V;COLLEGE PRIVE MARMOUTIER;privé sous contrat;134.5;28.6;125.1;100.9;106.1;123;100;103.5;126.9;105.3;109.3
9121.0;2024-2025;04;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;37;INDRE-ET-LOIRE;37281;VOUVRAY;0370746K;COLLEGE PRIVE INSTITUTION SAINTE THERESE;privé sous contrat;117.7;27.2;125.1;100.9;106.1;123;100;103.5;126.9;105.3;109.3
9135.0;2024-2025;04;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;37;INDRE-ET-LOIRE;37208;SAINT AVERTIN;0370887N;COLLEGE JULES ROMAINS;public;129.9;35.4;125.1;100.9;106.1;123;100;103.5;126.9;105.3;109.3
9142.0;2024-2025;04;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;37;INDRE-ET-LOIRE;37003;AMBOISE;0371122U;COLLEGE CHOISEUL;public;103.1;32.6;125.1;100.9;106.1;123;100;103.5;126.9;105.3;109.3
9156.0;2024-2025;04;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;37;INDRE-ET-LOIRE;37003;AMBOISE;0371325P;COLLEGE PRIVE SAINTE CLOTILDE SAINT JOSEPH;privé sous contrat;127.3;28.9;125.1;100.9;106.1;123;100;103.5;126.9;105.3;109.3
9159.0;2024-2025;04;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;37;INDRE-ET-LOIRE;37261;TOURS;0371330V;COLLEGE PRIVE SAINT GREGOIRE;privé sous contrat;137.3;29.2;125.1;100.9;106.1;123;100;103.5;126.9;105.3;109.3
9192.0;2024-2025;01;AUVERGNE-RHONE-ALPES;08;GRENOBLE;38;ISERE;38421;SAINT MARTIN D HERES;0380357G;COLLEGE EDOUARD VAILLANT;public;90.4;31.9;125.1;100.9;106.1;123.5;106.3;110;127.1;107.7;111.3
9214.0;2024-2025;01;AUVERGNE-RHONE-ALPES;08;GRENOBLE;38;ISERE;38421;SAINT MARTIN D HERES;0381812N;COLLEGE FERNAND LEGER;public;99.3;31.4;125.1;100.9;106.1;123.5;106.3;110;127.1;107.7;111.3
9236.0;2024-2025;01;AUVERGNE-RHONE-ALPES;08;GRENOBLE;38;ISERE;38130;LA COTE SAINT ANDRE;0382147C;COLLEGE JONGKIND;public;95.7;31.6;125.1;100.9;106.1;123.5;106.3;110;127.1;107.7;111.3
9304.0;2024-2025;02;BOURGOGNE-FRANCHE-COMTE;03;BESANCON;39;JURA;39198;DOLE;0390800H;COLLEGE CLAUDE NICOLAS LEDOUX;public;107.5;33.1;125.1;100.9;106.1;110.1;98.7;100.8;105.3;101;101.8
9408.0;2024-2025;01;AUVERGNE-RHONE-ALPES;10;LYON;42;LOIRE;42168;PELUSSIN;0420024Y;COLLEGE GASTON BATY;public;111.4;34.1;125.1;100.9;106.1;127.9;102.1;109.6;111.6;97.4;101.6
9412.0;2024-2025;01;AUVERGNE-RHONE-ALPES;10;LYON;42;LOIRE;42230;SAINT GERMAIN LAVAL;0420060M;COLLEGE PAPIRE MASSON;public;107.8;31.8;125.1;100.9;106.1;127.9;102.1;109.6;111.6;97.4;101.6
9436.0;2024-2025;01;AUVERGNE-RHONE-ALPES;10;LYON;42;LOIRE;42186;RIVE DE GIER;0421172W;COLLEGE FRANCOIS TRUFFAUT;public;102.1;35.5;125.1;100.9;106.1;127.9;102.1;109.6;111.6;97.4;101.6
9505.0;2024-2025;01;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;43;HAUTE-LOIRE;43244;TENCE;0430093T;COLLEGE PRIVE SAINT MARTIN;privé sous contrat;107.5;26.5;125.1;100.9;106.1;116.7;101.8;105.2;109.3;102.9;105.8
9526.0;2024-2025;17;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44109;NANTES;0440025N;COLLEGE HECTOR BERLIOZ;public;113.4;43.8;125.1;100.9;106.1;117.5;102.8;109.1;124.8;108.8;115.3
9545.0;2024-2025;17;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44069;GUERANDE;0440193W;COLLEGE PRIVE SAINT JEAN BAPTISTE;privé sous contrat;126.8;28.8;125.1;100.9;106.1;117.5;102.8;109.1;124.8;108.8;115.3
9547.0;2024-2025;17;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44081;LEGE;0440196Z;COLLEGE PRIVE SAINTE ANNE;privé sous contrat;105.3;27.1;125.1;100.9;106.1;117.5;102.8;109.1;124.8;108.8;115.3
9552.0;2024-2025;17;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44109;NANTES;0440206K;COLLEGE PRIVE NOTRE DAME DU BON CONSEIL;privé sous contrat;129.1;30.4;125.1;100.9;106.1;117.5;102.8;109.1;124.8;108.8;115.3
9557.0;2024-2025;17;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44109;NANTES;0440219Z;COLLEGE PRIVE SAINT JACQUES DE COMPOSTELLE;privé sous contrat;104.4;28.5;125.1;100.9;106.1;117.5;102.8;109.1;124.8;108.8;115.3
9571.0;2024-2025;17;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44195;SAVENAY;0440241Y;COLLEGE PRIVE SAINT JOSEPH;privé sous contrat;121.8;30.5;125.1;100.9;106.1;117.5;102.8;109.1;124.8;108.8;115.3
9585.0;2024-2025;17;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44162;SAINT HERBLAIN;0440311Z;COLLEGE ERNEST RENAN;public;82.6;27.3;125.1;100.9;106.1;117.5;102.8;109.1;124.8;108.8;115.3
9594.0;2024-2025;17;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44109;NANTES;0440536U;COLLEGE SOPHIE GERMAIN;public;93.6;39;125.1;100.9;106.1;117.5;102.8;109.1;124.8;108.8;115.3
5629.0;2023-2024;16;OCCITANIE;16;TOULOUSE;82;TARN-ET-GARONNE;82112;MOISSAC;0820753Y;COLLEGE PRIVE LA SAINTE FAMILLE JEANNE D ARC;privé sous contrat;104.9;26.8;124.1;100.9;105.9;123;107.5;110.3;115.2;97.1;100.5
5679.0;2023-2024;18;PROVENCE-ALPES-COTE D'AZUR;23;NICE;83;VAR;83126;LA SEYNE SUR MER;0830925E;COLLEGE JEAN L HERMINIER;public;112.1;32.5;124.1;100.9;105.9;129.5;101.9;106.1;128.2;100.3;104.2
9636.0;2024-2025;17;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44109;NANTES;0442119P;COLLEGE PRIVE DE BRETAGNE;privé sous contrat;111.1;30.5;125.1;100.9;106.1;117.5;102.8;109.1;124.8;108.8;115.3
5722.0;2023-2024;18;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;84;VAUCLUSE;84007;AVIGNON;0840006A;COLLEGE VIALA;public;92.3;39.4;124.1;100.9;105.9;124.4;100;105;117.4;95.1;99.9
5726.0;2023-2024;18;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;84;VAUCLUSE;84035;CAVAILLON;0840018N;COLLEGE PAUL GAUTHIER;public;72;19.2;124.1;100.9;105.9;124.4;100;105;117.4;95.1;99.9
5740.0;2023-2024;18;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;84;VAUCLUSE;84003;APT;0840070V;COLLEGE PRIVE JEANNE D ARC;privé sous contrat;103.2;25.7;124.1;100.9;105.9;124.4;100;105;117.4;95.1;99.9
5776.0;2023-2024;17;PAYS DE LA LOIRE;17;NANTES;85;VENDEE;85111;L ILE D ELLE;0850014D;COLLEGE GOLFE DES PICTONS;public;94.3;25.4;124.1;100.9;105.9;116.8;102.9;108.8;110.7;99.2;105.3
5827.0;2023-2024;17;PAYS DE LA LOIRE;17;NANTES;85;VENDEE;85191;LA ROCHE SUR YON;0851274Y;COLLEGE PRIVE SACRE COEUR;privé sous contrat;123.5;31.1;124.1;100.9;105.9;116.8;102.9;108.8;110.7;99.2;105.3
5839.0;2023-2024;17;PAYS DE LA LOIRE;17;NANTES;85;VENDEE;85047;CHALLANS;0851698J;COLLEGE JACQUELINE AURIOL;public;94.8;29.7;124.1;100.9;105.9;116.8;102.9;108.8;110.7;99.2;105.3
5843.0;2023-2024;15;NOUVELLE-AQUITAINE;13;POITIERS;86;VIENNE;86082;VALENCE EN POITOU;0860014Y;COLLEGE ANDRE BROUILLET;public;105.2;32;124.1;100.9;105.9;117.4;103.4;105.8;120;103.5;107
9877.0;2024-2025;17;PAYS DE LA LOIRE;17;NANTES;49;MAINE-ET-LOIRE;49007;ANGERS;0491703K;COLLEGE JEAN VILAR;public;71.2;21.9;125.1;100.9;106.1;117.5;102.8;109.1;115.5;100;107.7
5907.0;2023-2024;15;NOUVELLE-AQUITAINE;22;LIMOGES;87;HAUTE-VIENNE;87085;LIMOGES;0870072F;COLLEGE ANDRE MAUROIS;public;85.2;32.3;124.1;100.9;105.9;126.2;101.8;104.5;130.3;101.7;105.2
5915.0;2023-2024;15;NOUVELLE-AQUITAINE;22;LIMOGES;87;HAUTE-VIENNE;87154;SAINT JUNIEN;0870734A;COLLEGE LOUISE MICHEL;public;103.5;30.2;124.1;100.9;105.9;126.2;101.8;104.5;130.3;101.7;105.2
5945.0;2023-2024;06;GRAND EST;12;NANCY-METZ;88;VOSGES;88078;BRUYERES;0880106M;COLLEGE PRIVE JEANNE D ARC;privé sous contrat;90.5;24.6;124.1;100.9;105.9;122.4;97;100.7;112.5;97.4;99.3
5959.0;2023-2024;06;GRAND EST;12;NANCY-METZ;88;VOSGES;88114;CONTREXEVILLE;0881102V;COLLEGE LYAUTEY;public;89.9;29.5;124.1;100.9;105.9;122.4;97;100.7;112.5;97.4;99.3
5968.0;2023-2024;06;GRAND EST;12;NANCY-METZ;88;VOSGES;88486;VAGNEY;0881372N;COLLEGE DU BAN DE VAGNEY;public;104.3;29.5;124.1;100.9;105.9;122.4;97;100.7;112.5;97.4;99.3
9996.0;2024-2025;06;GRAND EST;19;REIMS;51;MARNE;51380;MONTMIRAIL;0511177C;COLLEGE PRIVE SAINTE JEANNE D ARC;privé sous contrat;104.7;31.4;125.1;100.9;106.1;119.6;94.3;99;122.6;97.1;102.6
10012.0;2024-2025;06;GRAND EST;19;REIMS;51;MARNE;51030;AY CHAMPAGNE;0511432E;COLLEGE YVETTE LUNDY;public;107.8;31.5;125.1;100.9;106.1;119.6;94.3;99;122.6;97.1;102.6
6128.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;91;ESSONNE;91312;IGNY;0911824N;COLLEGE PRIVE LA SALLE IGNY;privé sous contrat;132.9;31.2;124.1;100.9;105.9;144.1;109.3;115.8;136.1;104.5;109.1
6147.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92025;COLOMBES;0920592U;COLLEGE MOULIN JOLY;public;88.7;30.2;124.1;100.9;105.9;144.1;109.3;115.8;152.8;117.6;126.9
6205.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92044;LEVALLOIS PERRET;0921391M;COLLEGE JEAN JAURES;public;114.9;35.3;124.1;100.9;105.9;144.1;109.3;115.8;152.8;117.6;126.9
6211.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92051;NEUILLY SUR SEINE;0921498D;COLLEGE ANDRE MAUROIS;public;133.9;33.3;124.1;100.9;105.9;144.1;109.3;115.8;152.8;117.6;126.9
6240.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92002;ANTONY;0921901S;COLLEGE PRIVE SAINTE MARIE LA CROIX;privé sous contrat;155.2;23.7;124.1;100.9;105.9;144.1;109.3;115.8;152.8;117.6;126.9
6266.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92004;ASNIERES SUR SEINE;0922565N;COLLEGE FRANCOIS TRUFFAUT;public;129.3;34.1;124.1;100.9;105.9;144.1;109.3;115.8;152.8;117.6;126.9
6271.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92009;BOIS COLOMBES;0922629H;COLLEGE JEAN MERMOZ;public;133.2;37.3;124.1;100.9;105.9;144.1;109.3;115.8;152.8;117.6;126.9
10172.0;2024-2025;06;GRAND EST;12;NANCY-METZ;55;MEUSE;55063;BOULIGNY;0550006H;COLLEGE PIERRE ET MARIE CURIE;public;91.1;25.7;125.1;100.9;106.1;122.6;97.2;100.9;117.6;94.2;97.2
6359.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;93;SEINE-SAINT-DENIS;93072;STAINS;0931226C;COLLEGE PABLO NERUDA;public;79.7;23.1;124.1;100.9;105.9;130.2;98.7;103;121.1;88.3;92.8
6370.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;93;SEINE-SAINT-DENIS;93033;GOURNAY SUR MARNE;0931382X;COLLEGE EUGENE CARRIERE;public;123.2;34;124.1;100.9;105.9;130.2;98.7;103;121.1;88.3;92.8
6371.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;93;SEINE-SAINT-DENIS;93031;EPINAY SUR SEINE;0931428X;COLLEGE JEAN VIGO;public;75;22.9;124.1;100.9;105.9;130.2;98.7;103;121.1;88.3;92.8
6415.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;93;SEINE-SAINT-DENIS;93062;LE RAINCY;0932302X;COLLEGE PRIVE MERKAZ HATORAH FILLES;privé sous contrat;141.8;29.9;124.1;100.9;105.9;130.2;98.7;103;121.1;88.3;92.8
6421.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;93;SEINE-SAINT-DENIS;93046;LIVRY GARGAN;0932454M;COLLEGE LUCIE AUBRAC;public;101.4;31.3;124.1;100.9;105.9;130.2;98.7;103;121.1;88.3;92.8
6430.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;93;SEINE-SAINT-DENIS;93046;LIVRY GARGAN;0932695Z;COLLEGE GERMAINE TILLION;public;97.1;31.9;124.1;100.9;105.9;130.2;98.7;103;121.1;88.3;92.8
6432.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;93;SEINE-SAINT-DENIS;93053;NOISY LE SEC;0932725G;COLLEGE FRANCOISE HERITIER;public;89.5;31.5;124.1;100.9;105.9;130.2;98.7;103;121.1;88.3;92.8
6547.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;94;VAL-DE-MARNE;94022;CHOISY LE ROI;0941710Y;COLLEGE PRIVE SAINT ANDRE;privé sous contrat;121.6;29.4;124.1;100.9;105.9;130.2;98.7;103;138.2;105.3;110.5
6557.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;94;VAL-DE-MARNE;94054;ORLY;0941891V;COLLEGE PRIVE POULLART DES PLACES;privé sous contrat;103.1;24.6;124.1;100.9;105.9;130.2;98.7;103;138.2;105.3;110.5
6568.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;94;VAL-DE-MARNE;94041;IVRY SUR SEINE;0942532S;COLLEGE GISELE HALIMI;public;84.4;26.5;124.1;100.9;105.9;130.2;98.7;103;138.2;105.3;110.5
6571.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;95;VAL-D'OISE;95252;FRANCONVILLE;0950022H;COLLEGE BEL AIR;public;90.9;29.6;124.1;100.9;105.9;144.1;109.3;115.8;131;99.3;104
6589.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;95;VAL-D'OISE;95476;OSNY;0950760K;COLLEGE PRIVE SAINT STANISLAS;privé sous contrat;134.1;27.4;124.1;100.9;105.9;144.1;109.3;115.8;131;99.3;104
10536.0;2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59163;CROIX;0593239A;COLLEGE BORIS VIAN;public;96;37.8;125.1;100.9;106.1;119.9;91.7;99.5;120;92.8;101.7
10537.0;2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59367;LYS LEZ LANNOY;0593240B;COLLEGE GAMBETTA;public;92.4;31.8;125.1;100.9;106.1;119.9;91.7;99.5;120;92.8;101.7
6649.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;95;VAL-D'OISE;95018;ARGENTEUIL;0951356H;COLLEGE LUCIE AUBRAC;public;81.9;26.4;124.1;100.9;105.9;144.1;109.3;115.8;131;99.3;104
10555.0;2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59053;BAVAY;0593490Y;COLLEGE JEAN LEMAIRE DE BELGES;public;107.2;32.9;125.1;100.9;106.1;119.9;91.7;99.5;120;92.8;101.7
6673.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;95;VAL-D'OISE;95424;MONTIGNY LES CORMEILLES;0951800R;COLLEGE LOUIS ARAGON;public;89.8;32.2;124.1;100.9;105.9;144.1;109.3;115.8;131;99.3;104
6872.0;2023-2024;08;GUYANE;33;GUYANE;973;GUYANE;97302;CAYENNE;9730479H;COLLEGE PRIVE ANNE MARIE JAVOUHEY;privé sous contrat;118.5;26.2;124.1;100.9;105.9;121.5;78.4;81.9;121.5;78.4;81.9
10708.0;2024-2025;09;HAUTS-DE-FRANCE;20;AMIENS;60;OISE;60286;GRANDVILLIERS;0600030G;COLLEGE FERDINAND BUISSON;public;94.1;29.4;125.1;100.9;106.1;121.9;95.1;99.7;127.8;98.9;103.9
6882.0;2023-2024;11;LA REUNION;28;LA REUNION;974;LA REUNION;97418;SAINTE MARIE;9740022F;COLLEGE ADRIEN CERNEAU;public;81.1;25.9;124.1;100.9;105.9;122.6;84.6;88.3;122.6;84.6;88.3
10755.0;2024-2025;09;HAUTS-DE-FRANCE;20;AMIENS;60;OISE;60069;BETZ;0601447X;COLLEGE MARCEL PAGNOL;public;101.7;27.4;125.1;100.9;106.1;121.9;95.1;99.7;127.8;98.9;103.9
6896.0;2023-2024;11;LA REUNION;28;LA REUNION;974;LA REUNION;97411;SAINT DENIS;9740080U;COLLEGE DE BOURBON;public;74.1;25.2;124.1;100.9;105.9;122.6;84.6;88.3;122.6;84.6;88.3
10860.0;2024-2025;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62620;NORRENT FONTES;0620195A;COLLEGE BERNARD CHOCHOY;public;95.4;31.2;125.1;100.9;106.1;119.9;91.7;99.5;119.3;90.1;95.5
