num_ligne;Rentrée scolaire;Code région;Région académique;Code académie;Académie;Code du département;Département;Code INSEE de la commune;Nom de la commune;UAI;Nom de l'établissement;Secteur;IPS;Ecart type de l'IPS;IPS national privé;IPS national public;IPS national;IPS académique privé;IPS académique public;IPS académique;IPS départemental privé;IPS départemental public;IPS départemental
1636.0;2023-2024;16;OCCITANIE;16;TOULOUSE;31;HAUTE-GARONNE;31555;TOULOUSE;0311584D;COLLEGE MARENGO;public;122.1;39.5;124.1;100.9;105.9;123;107.5;110.3;138.5;112.7;116.4
1657.0;2023-2024;16;OCCITANIE;16;TOULOUSE;31;HAUTE-GARONNE;31555;TOULOUSE;0311962P;COLLEGE PRIVE LE CAOUSOU;privé sous contrat;153.1;24.4;124.1;100.9;105.9;123;107.5;110.3;138.5;112.7;116.4
6824.0;2023-2024;12;MARTINIQUE;31;MARTINIQUE;972;MARTINIQUE;97210;LE FRANCOIS;9720495F;COLLEGE TRIANON;public;87.5;27.6;124.1;100.9;105.9;126.3;95.6;101.3;126.3;95.6;101.3
3390.0;2023-2024;06;GRAND EST;12;NANCY-METZ;57;MOSELLE;57480;MONTIGNY LES METZ;0572927X;COLLEGE PRIVE JEAN XXIII;privé sous contrat;133.4;31.7;124.1;100.9;105.9;122.4;97;100.7;124.3;95.3;99.6
6894.0;2023-2024;11;LA REUNION;28;LA REUNION;974;LA REUNION;97411;SAINT DENIS;9740072K;COLLEGE PRIVE LA SALLE ST MICHEL;privé sous contrat;129.1;28.5;124.1;100.9;105.9;122.6;84.6;88.3;122.6;84.6;88.3
3421.0;2023-2024;02;BOURGOGNE-FRANCHE-COMTE;07;DIJON;58;NIEVRE;58083;CORBIGNY;0580065F;COLLEGE PRIVE SAINT LEONARD;privé sous contrat;102.4;22.7;124.1;100.9;105.9;121.3;100.8;103.8;111.9;99.2;100.8
6924.0;2023-2024;11;LA REUNION;28;LA REUNION;974;LA REUNION;97410;SAINT BENOIT;9740702V;COLLEGE HUBERT DELISLE;public;75.7;27.8;124.1;100.9;105.9;122.6;84.6;88.3;122.6;84.6;88.3
3490.0;2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59457;PERENCHIES;0592901H;COLLEGE PRIVE SAINTE MARIE;privé sous contrat;121.2;31.4;124.1;100.9;105.9;119;91.2;98.9;119;92.2;100.8
6989.0;2024-2025;01;AUVERGNE-RHONE-ALPES;10;LYON;01;AIN;01053;BOURG EN BRESSE;0010018P;COLLEGE DU REVERMONT;public;96.7;33.9;125.1;100.9;106.1;127.9;102.1;109.6;124.1;105.9;109.4
3528.0;2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59663;WORMHOUT;0593163T;COLLEGE PRIVE NOTRE DAME;privé sous contrat;110.7;29;124.1;100.9;105.9;119;91.2;98.9;119;92.2;100.8
7102.0;2024-2025;09;HAUTS-DE-FRANCE;20;AMIENS;02;AISNE;02141;LA CAPELLE;0021595Y;COLLEGE PIERRE SELLIER;public;91.9;29.7;125.1;100.9;106.1;121.9;95.1;99.7;114.9;90.5;93.6
3603.0;2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59484;QUIEVRECHAIN;0594303G;COLLEGE JEHAN FROISSART;public;78.5;23.3;124.1;100.9;105.9;119;91.2;98.9;119;92.2;100.8
3618.0;2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59207;ESCAUTPONT;0594409X;COLLEGE JEAN ZAY;public;70.5;20.4;124.1;100.9;105.9;119;91.2;98.9;119;92.2;100.8
3629.0;2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59361;LOURCHES;0594533G;COLLEGE VOLTAIRE;public;75.5;25.9;124.1;100.9;105.9;119;91.2;98.9;119;92.2;100.8
3631.0;2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59426;NEUVILLE EN FERRAIN;0594537L;COLLEGE JULES VERNE;public;107;36.1;124.1;100.9;105.9;119;91.2;98.9;119;92.2;100.8
3636.0;2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59043;BAILLEUL;0594636U;COLLEGE MAXIME DEYTS;public;101.2;33.2;124.1;100.9;105.9;119;91.2;98.9;119;92.2;100.8
3691.0;2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59009;VILLENEUVE D ASCQ;0595404D;COLLEGE PRIVE SAINT ADRIEN LA SALLE;privé sous contrat;143.2;31.4;124.1;100.9;105.9;119;91.2;98.9;119;92.2;100.8
3699.0;2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;59;NORD;59212;ESTAIRES;0595757M;COLLEGE HENRI DUREZ;public;92.1;28.2;124.1;100.9;105.9;119;91.2;98.9;119;92.2;100.8
3763.0;2023-2024;09;HAUTS-DE-FRANCE;20;AMIENS;60;OISE;60446;NANTEUIL LE HAUDOUIN;0601408E;COLLEGE GUILLAUME CALE;public;103.4;27.7;124.1;100.9;105.9;121.1;95.1;99.6;126.9;98.9;103.7
3795.0;2023-2024;09;HAUTS-DE-FRANCE;20;AMIENS;60;OISE;60088;BORNEL;0602077G;COLLEGE FRANCOISE SAGAN;public;110;27.9;124.1;100.9;105.9;121.1;95.1;99.6;126.9;98.9;103.7
7206.0;2024-2025;18;PROVENCE-ALPES-COTE D'AZUR;23;NICE;06;ALPES-MARITIMES;06088;NICE;0060048V;COLLEGE RAOUL DUFY;public;113.6;35.5;125.1;100.9;106.1;130.3;102.2;106.5;131.7;103.8;108.4
3909.0;2023-2024;09;HAUTS-DE-FRANCE;09;LILLE;62;PAS-DE-CALAIS;62160;BOULOGNE SUR MER;0622130D;COLLEGE PRIVE SAINT JOSEPH DE NAVARIN;privé sous contrat;107.3;30.2;124.1;100.9;105.9;119;91.2;98.9;119;89.8;95.2
7215.0;2024-2025;18;PROVENCE-ALPES-COTE D'AZUR;23;NICE;06;ALPES-MARITIMES;06004;ANTIBES;0060083H;COLLEGE FERSEN;public;107.2;34.4;125.1;100.9;106.1;130.3;102.2;106.5;131.7;103.8;108.4
7216.0;2024-2025;18;PROVENCE-ALPES-COTE D'AZUR;23;NICE;06;ALPES-MARITIMES;06088;NICE;0060084J;COLLEGE JEAN GIONO;public;84.1;24.4;125.1;100.9;106.1;130.3;102.2;106.5;131.7;103.8;108.4
7272.0;2024-2025;18;PROVENCE-ALPES-COTE D'AZUR;23;NICE;06;ALPES-MARITIMES;06069;GRASSE;0061668F;COLLEGE LES JASMINS SAINTE MARGUERITE;public;92.6;29.6;125.1;100.9;106.1;130.3;102.2;106.5;131.7;103.8;108.4
7282.0;2024-2025;18;PROVENCE-ALPES-COTE D'AZUR;23;NICE;06;ALPES-MARITIMES;06083;MENTON;0061824A;COLLEGE GUILLAUME VENTO;public;96.6;29.1;125.1;100.9;106.1;130.3;102.2;106.5;131.7;103.8;108.4
4040.0;2023-2024;01;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;63;PUY-DE-DOME;63113;CLERMONT FERRAND;0631120A;COLLEGE GERARD PHILIPE;public;70.5;23.6;124.1;100.9;105.9;116;101.8;104.9;122.7;103.7;107.5
4085.0;2023-2024;15;NOUVELLE-AQUITAINE;04;BORDEAUX;64;PYRENEES-ATLANTIQUES;64393;MONEIN;0640041X;COLLEGE RECTEUR JEAN SARRAILH;public;111.6;31.5;124.1;100.9;105.9;125.1;105.3;109.2;120.8;107.3;112
7364.0;2024-2025;06;GRAND EST;19;REIMS;08;ARDENNES;08367;ROCROI;0081098A;COLLEGE ANDREE VIENOT;public;93.1;30.6;125.1;100.9;106.1;119.6;94.3;99;117.4;90.8;94.8
4188.0;2023-2024;16;OCCITANIE;11;MONTPELLIER;66;PYRENEES-ORIENTALES;66088;ILLE SUR TET;0660008A;COLLEGE PIERRE FOUCHE;public;99.2;32.4;124.1;100.9;105.9;121.8;100.2;104;120.3;94.7;99.2
7496.0;2024-2025;16;OCCITANIE;16;TOULOUSE;12;AVEYRON;12063;LA CAVALERIE;0121524S;COLLEGE DU LARZAC;public;100.5;24.4;125.1;100.9;106.1;124.6;107.2;110.4;110.7;103;106
7579.0;2024-2025;18;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;13001;AIX EN PROVENCE;0132009N;COLLEGE CHATEAU DOUBLE;public;112;34.7;125.1;100.9;106.1;124.3;99.7;104.7;126.5;100.1;105.8
7610.0;2024-2025;18;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;13005;AUBAGNE;0132412B;COLLEGE LOU GARLABAN;public;93.4;31.2;125.1;100.9;106.1;124.3;99.7;104.7;126.5;100.1;105.8
7623.0;2024-2025;18;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;13215;MARSEILLE 15E ARRONDISSEMENT;0132785G;COLLEGE ROSA PARKS;public;63;19.4;125.1;100.9;106.1;124.3;99.7;104.7;126.5;100.1;105.8
7648.0;2024-2025;18;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;13037;LA FARE LES OLIVIERS;0133016H;COLLEGE LOUIS LEPRINCE RINGUET;public;126.4;34;125.1;100.9;106.1;124.3;99.7;104.7;126.5;100.1;105.8
7669.0;2024-2025;18;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;13007;AURIOL;0133510V;COLLEGE UBELKA;public;122.6;34;125.1;100.9;106.1;124.3;99.7;104.7;126.5;100.1;105.8
7679.0;2024-2025;18;PROVENCE-ALPES-COTE D'AZUR;02;AIX-MARSEILLE;13;BOUCHES-DU-RHONE;13209;MARSEILLE 9E ARRONDISSEMENT;0133866G;COLLEGE PRIVE GBSE;privé sous contrat;123.5;30;125.1;100.9;106.1;124.3;99.7;104.7;126.5;100.1;105.8
7728.0;2024-2025;14;NORMANDIE;70;NORMANDIE;14;CALVADOS;14689;THURY HARCOURT LE HOM;0141228J;COLLEGE PRIVE NOTRE DAME;privé sous contrat;110.2;29.3;125.1;100.9;106.1;119.6;99.3;103.3;122.6;103.7;107.9
7784.0;2024-2025;01;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;15;CANTAL;15141;NEUSSARGUES EN PINATELLE;0150065P;COLLEGE PRIVE NOTRE DAME DES OLIVIERS;privé sous contrat;104.8;26;125.1;100.9;106.1;116.7;101.8;105.2;109.9;103.4;104.1
7808.0;2024-2025;15;NOUVELLE-AQUITAINE;13;POITIERS;16;CHARENTE;16015;ANGOULEME;0160061E;COLLEGE PRIVE SAINTE MARTHE CHAVAGNES;privé sous contrat;129.9;29.7;125.1;100.9;106.1;118.4;103.6;106.2;123.9;99.9;103.5
7926.0;2024-2025;04;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;18;CHER;18033;BOURGES;0180796T;COLLEGE PRIVE SAINTE MARIE SAINT DOMINIQUE;privé sous contrat;129.2;30.9;125.1;100.9;106.1;123;100;103.5;121.1;97;99.7
7965.0;2024-2025;02;BOURGOGNE-FRANCHE-COMTE;07;DIJON;21;COTE D'OR;21416;MIREBEAU SUR BEZE;0210033X;COLLEGE ARTHUR RIMBAUD;public;115.8;29.7;125.1;100.9;106.1;122;101.2;104.3;127.8;105.6;109.6
7992.0;2024-2025;02;BOURGOGNE-FRANCHE-COMTE;07;DIJON;21;COTE D'OR;21166;CHENOVE;0211225T;COLLEGE LE CHAPITRE;public;71.5;22.6;125.1;100.9;106.1;122;101.2;104.3;127.8;105.6;109.6
7994.0;2024-2025;02;BOURGOGNE-FRANCHE-COMTE;07;DIJON;21;COTE D'OR;21054;BEAUNE;0211229X;COLLEGE MONGE;public;109.7;33.6;125.1;100.9;106.1;122;101.2;104.3;127.8;105.6;109.6
8016.0;2024-2025;03;BRETAGNE;14;RENNES;22;COTES D'ARMOR;22158;GUERLEDAN;0220032R;COLLEGE PAUL ELUARD;public;99.2;30;125.1;100.9;106.1;116.9;105.9;110.7;113.7;102.9;106.6
8033.0;2024-2025;03;BRETAGNE;14;RENNES;22;COTES D'ARMOR;22093;LAMBALLE ARMOR;0220142K;COLLEGE PRIVE SACRE COEUR;privé sous contrat;115.9;30.6;125.1;100.9;106.1;116.9;105.9;110.7;113.7;102.9;106.6
8042.0;2024-2025;03;BRETAGNE;14;RENNES;22;COTES D'ARMOR;22213;PLOUER SUR RANCE;0220161F;COLLEGE PRIVE SAINT STANISLAS;privé sous contrat;110.4;28.6;125.1;100.9;106.1;116.9;105.9;110.7;113.7;102.9;106.6
8061.0;2024-2025;03;BRETAGNE;14;RENNES;22;COTES D'ARMOR;22278;SAINT BRIEUC;0221513A;COLLEGE LEONARD DE VINCI;public;91.7;29.8;125.1;100.9;106.1;116.9;105.9;110.7;113.7;102.9;106.6
8094.0;2024-2025;15;NOUVELLE-AQUITAINE;22;LIMOGES;23;CREUSE;23057;CHATELUS MALVALEIX;0230011M;COLLEGE FRANCOISE DOLTO;public;90;24.4;125.1;100.9;106.1;126.9;101.7;104.5;NA;101.7;101.7
8121.0;2024-2025;15;NOUVELLE-AQUITAINE;04;BORDEAUX;24;DORDOGNE;24322;PERIGUEUX;0240052B;COLLEGE ANNE FRANK;public;98.9;31.3;125.1;100.9;106.1;126.3;105.8;109.9;115.5;99.3;101.6
4353.0;2023-2024;06;GRAND EST;15;STRASBOURG;68;HAUT-RHIN;68066;COLMAR;0680133A;COLLEGE PRIVE INSTITUT DE L ASSOMPTION;privé sous contrat;126.7;35.7;124.1;100.9;105.9;127.6;98.4;102.9;122.8;94.8;100.2
4376.0;2023-2024;06;GRAND EST;15;STRASBOURG;68;HAUT-RHIN;68004;ALTKIRCH;0681373Y;COLLEGE LUCIEN HERR;public;101.2;35.4;124.1;100.9;105.9;127.6;98.4;102.9;122.8;94.8;100.2
4456.0;2023-2024;01;AUVERGNE-RHONE-ALPES;10;LYON;69;RHONE;69275;DECINES CHARPIEU;0691649T;COLLEGE PRIVE JEANNE D ARC;privé sous contrat;114.3;31.8;124.1;100.9;105.9;127.1;102.3;109.6;133.6;102.6;112.7
4464.0;2023-2024;01;AUVERGNE-RHONE-ALPES;10;LYON;69;RHONE;69388;LYON 8E ARRONDISSEMENT;0691669P;COLLEGE VICTOR GRIGNARD;public;87.3;27.2;124.1;100.9;105.9;127.1;102.3;109.6;133.6;102.6;112.7
4478.0;2023-2024;01;AUVERGNE-RHONE-ALPES;10;LYON;69;RHONE;69286;RILLIEUX LA PAPE;0692159X;COLLEGE PAUL EMILE VICTOR;public;75;23.8;124.1;100.9;105.9;127.1;102.3;109.6;133.6;102.6;112.7
4491.0;2023-2024;01;AUVERGNE-RHONE-ALPES;10;LYON;69;RHONE;69259;VENISSIEUX;0692343X;COLLEGE ELSA TRIOLET;public;68.5;20.1;124.1;100.9;105.9;127.1;102.3;109.6;133.6;102.6;112.7
4522.0;2023-2024;01;AUVERGNE-RHONE-ALPES;10;LYON;69;RHONE;69385;LYON 5E ARRONDISSEMENT;0692921A;COLLEGE PRIVE SAINTE MARIE;privé sous contrat;141.7;30.1;124.1;100.9;105.9;127.1;102.3;109.6;133.6;102.6;112.7
4559.0;2023-2024;01;AUVERGNE-RHONE-ALPES;10;LYON;69;RHONE;69275;DECINES CHARPIEU;0694185Z;COLLEGE PRIVE AL KINDI;privé sous contrat;110.6;33.6;124.1;100.9;105.9;127.1;102.3;109.6;133.6;102.6;112.7
4565.0;2023-2024;01;AUVERGNE-RHONE-ALPES;10;LYON;69;RHONE;69290;SAINT PRIEST;0694312M;COLLEGE PRIVE LA XAVIERE;privé sous contrat;127.7;30.9;124.1;100.9;105.9;127.1;102.3;109.6;133.6;102.6;112.7
4593.0;2023-2024;02;BOURGOGNE-FRANCHE-COMTE;03;BESANCON;70;HAUTE-SAONE;70561;VILLERSEXEL;0700896U;COLLEGE LOUIS PERGAUD;public;94.7;28.5;124.1;100.9;105.9;110.1;98.5;100.7;107.2;98;99.3
4599.0;2023-2024;02;BOURGOGNE-FRANCHE-COMTE;07;DIJON;71;SAONE-ET-LOIRE;71047;BOURBON LANCY;0710005V;COLLEGE FERDINAND SARRIEN;public;96.7;26.3;124.1;100.9;105.9;121.3;100.8;103.8;118.3;99.3;101.8
4658.0;2023-2024;02;BOURGOGNE-FRANCHE-COMTE;07;DIJON;71;SAONE-ET-LOIRE;71263;LOUHANS;0711925G;COLLEGE NOTRE DAME;privé sous contrat;101.7;25.1;124.1;100.9;105.9;121.3;100.8;103.8;118.3;99.3;101.8
4661.0;2023-2024;17;PAYS DE LA LOIRE;17;NANTES;72;SARTHE;72023;BALLON SAINT MARS;0720004N;COLLEGE RENE CASSIN;public;94.8;26.6;124.1;100.9;105.9;116.8;102.9;108.8;115.9;97.9;102.3
4666.0;2023-2024;17;PAYS DE LA LOIRE;17;NANTES;72;SARTHE;72138;FRESNAY SUR SARTHE;0720019E;COLLEGE LEO DELIBES;public;96;28.5;124.1;100.9;105.9;116.8;102.9;108.8;115.9;97.9;102.3
4699.0;2023-2024;17;PAYS DE LA LOIRE;17;NANTES;72;SARTHE;72008;ARNAGE;0720903R;COLLEGE HENRI LEFEUVRE;public;100.4;32.9;124.1;100.9;105.9;116.8;102.9;108.8;115.9;97.9;102.3
4710.0;2023-2024;17;PAYS DE LA LOIRE;17;NANTES;72;SARTHE;72124;ECOMMOY;0721043T;COLLEGE ALFRED DE MUSSET;public;103.5;30.7;124.1;100.9;105.9;116.8;102.9;108.8;115.9;97.9;102.3
4729.0;2023-2024;17;PAYS DE LA LOIRE;17;NANTES;72;SARTHE;72058;CHANGE;0721477P;COLLEGE JACQUES PELETIER;public;112;35.6;124.1;100.9;105.9;116.8;102.9;108.8;115.9;97.9;102.3
4741.0;2023-2024;01;AUVERGNE-RHONE-ALPES;08;GRENOBLE;73;SAVOIE;73231;SAINT ETIENNE DE CUINES;0730017X;COLLEGE;public;106.5;29.1;124.1;100.9;105.9;122.6;106.2;109.8;121.8;109.9;111.5
4778.0;2023-2024;01;AUVERGNE-RHONE-ALPES;08;GRENOBLE;73;SAVOIE;73164;MONTCEL;0731372V;COLLEGE PRIVE LA RIBAMBELLE;privé sous contrat;NA;NA;124.1;100.9;105.9;122.6;106.2;109.8;121.8;109.9;111.5
4798.0;2023-2024;01;AUVERGNE-RHONE-ALPES;08;GRENOBLE;74;HAUTE-SAVOIE;74258;SAMOENS;0740040S;COLLEGE ANDRE CORBET;public;116.1;32.5;124.1;100.9;105.9;122.6;106.2;109.8;126.4;106.1;111.4
4812.0;2023-2024;01;AUVERGNE-RHONE-ALPES;08;GRENOBLE;74;HAUTE-SAVOIE;74082;COLLONGES SOUS SALEVE;0740114X;COLLEGE PRIVE SAINT VINCENT;privé sous contrat;132.7;29.8;124.1;100.9;105.9;122.6;106.2;109.8;126.4;106.1;111.4
4817.0;2023-2024;01;AUVERGNE-RHONE-ALPES;08;GRENOBLE;74;HAUTE-SAVOIE;74225;RUMILLY;0740126K;COLLEGE PRIVE DEMOTZ DE LA SALLE;privé sous contrat;115.6;31;124.1;100.9;105.9;122.6;106.2;109.8;126.4;106.1;111.4
4821.0;2023-2024;01;AUVERGNE-RHONE-ALPES;08;GRENOBLE;74;HAUTE-SAVOIE;74305;VILLE LA GRAND;0740910M;COLLEGE PAUL LANGEVIN;public;91.7;27.1;124.1;100.9;105.9;122.6;106.2;109.8;126.4;106.1;111.4
4872.0;2023-2024;10;ILE-DE-FRANCE;01;PARIS;75;PARIS;75120;PARIS 20E ARRONDISSEMENT;0750591K;COLLEGE HENRI MATISSE;public;116.3;41.3;124.1;100.9;105.9;147.6;117.2;128.2;147.6;117.2;128.2
4873.0;2023-2024;10;ILE-DE-FRANCE;01;PARIS;75;PARIS;75111;PARIS 11E ARRONDISSEMENT;0750607C;COLLEGE ALAIN FOURNIER;public;116;40.2;124.1;100.9;105.9;147.6;117.2;128.2;147.6;117.2;128.2
4907.0;2023-2024;10;ILE-DE-FRANCE;01;PARIS;75;PARIS;75103;PARIS 3E ARRONDISSEMENT;0752523K;COLLEGE MONTGOLFIER;public;119.8;43.5;124.1;100.9;105.9;147.6;117.2;128.2;147.6;117.2;128.2
4911.0;2023-2024;10;ILE-DE-FRANCE;01;PARIS;75;PARIS;75106;PARIS 6E ARRONDISSEMENT;0752527P;COLLEGE MONTAIGNE;public;140.3;33.4;124.1;100.9;105.9;147.6;117.2;128.2;147.6;117.2;128.2
4963.0;2023-2024;10;ILE-DE-FRANCE;01;PARIS;75;PARIS;75107;PARIS 7E ARRONDISSEMENT;0752912H;COLLEGE PRIVE L ALMA;privé sous contrat;156.2;19.3;124.1;100.9;105.9;147.6;117.2;128.2;147.6;117.2;128.2
4975.0;2023-2024;10;ILE-DE-FRANCE;01;PARIS;75;PARIS;75112;PARIS 12E ARRONDISSEMENT;0752934G;COLLEGE PRIVE SAINT MICHEL DE PICPUS;privé sous contrat;144.8;20.8;124.1;100.9;105.9;147.6;117.2;128.2;147.6;117.2;128.2
5047.0;2023-2024;14;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76484;OISSEL;0760083C;COLLEGE JEAN CHARCOT;public;89.4;29;124.1;100.9;105.9;118.5;99.2;103;121.9;97.8;102.2
5058.0;2023-2024;14;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76681;SOTTEVILLE LES ROUEN;0760173A;COLLEGE JEAN ZAY;public;98.3;32.8;124.1;100.9;105.9;118.5;99.2;103;121.9;97.8;102.2
5062.0;2023-2024;14;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76447;MONTIVILLIERS;0761331J;COLLEGE PRIVE SAINTE CROIX;privé sous contrat;119.1;30.6;124.1;100.9;105.9;118.5;99.2;103;121.9;97.8;102.2
5087.0;2023-2024;14;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76259;FECAMP;0761731U;COLLEGE PRIVE LA PROVIDENCE;privé sous contrat;113.9;29.6;124.1;100.9;105.9;118.5;99.2;103;121.9;97.8;102.2
5091.0;2023-2024;14;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76302;GODERVILLE;0761741E;COLLEGE ANDRE GIDE;public;102.4;28.9;124.1;100.9;105.9;118.5;99.2;103;121.9;97.8;102.2
5149.0;2023-2024;14;NORMANDIE;70;NORMANDIE;76;SEINE-MARITIME;76231;ELBEUF;0762563Y;COLLEGE PRIVE FENELON;privé sous contrat;121;31.6;124.1;100.9;105.9;118.5;99.2;103;121.9;97.8;102.2
5247.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77305;MONTEREAU FAULT YONNE;0771761W;COLLEGE ANDRE MALRAUX;public;70.2;22.7;124.1;100.9;105.9;130.2;98.7;103;132.7;104.3;107.7
5256.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77241;JUILLY;0771917R;COLLEGE PRIVE BAUTAIN;privé sous contrat;130.2;27.4;124.1;100.9;105.9;130.2;98.7;103;132.7;104.3;107.7
5277.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77153;DAMMARTIN EN GOELE;0772190M;COLLEGE DE L EUROPE;public;107.3;28.8;124.1;100.9;105.9;130.2;98.7;103;132.7;104.3;107.7
5291.0;2023-2024;10;ILE-DE-FRANCE;24;CRETEIL;77;SEINE-ET-MARNE;77251;LIEUSAINT;0772429X;COLLEGE DE LA PYRAMIDE;public;110.5;32.1;124.1;100.9;105.9;130.2;98.7;103;132.7;104.3;107.7
5335.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78073;BOIS D ARCY;0780261K;COLLEGE MOZART;public;120.9;33.9;124.1;100.9;105.9;144.1;109.3;115.8;148.4;116.9;122.7
5345.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78126;LA CELLE SAINT CLOUD;0780504Z;COLLEGE PASTEUR;public;137.9;35.4;124.1;100.9;105.9;144.1;109.3;115.8;148.4;116.9;122.7
5366.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78062;BEYNES;0780713B;COLLEGE FRANCOIS RABELAIS;public;131.1;32.2;124.1;100.9;105.9;144.1;109.3;115.8;148.4;116.9;122.7
5375.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78517;RAMBOUILLET;0780846W;COLLEGE LE RONDEAU;public;114;37.6;124.1;100.9;105.9;144.1;109.3;115.8;148.4;116.9;122.7
5442.0;2023-2024;10;ILE-DE-FRANCE;25;VERSAILLES;78;YVELINES;78397;LE MESNIL SAINT DENIS;0783342J;COLLEGE PRIVE SAINTE THERESE;privé sous contrat;135.1;29.2;124.1;100.9;105.9;144.1;109.3;115.8;148.4;116.9;122.7
5476.0;2023-2024;15;NOUVELLE-AQUITAINE;13;POITIERS;79;DEUX-SEVRES;79062;CERIZAY;0790063P;COLLEGE PRIVE FRANCOIS D ASSISE;privé sous contrat;99.6;26;124.1;100.9;105.9;117.4;103.4;105.8;110.5;103.4;105.2
5484.0;2023-2024;15;NOUVELLE-AQUITAINE;13;POITIERS;79;DEUX-SEVRES;79130;FRONTENAY ROHAN ROHAN;0790699F;COLLEGE ALBERT CAMUS;public;116;32.7;124.1;100.9;105.9;117.4;103.4;105.8;110.5;103.4;105.2
5494.0;2023-2024;15;NOUVELLE-AQUITAINE;13;POITIERS;79;DEUX-SEVRES;79048;LA CRECHE;0790965V;COLLEGE JEAN VILAR;public;114.9;31.7;124.1;100.9;105.9;117.4;103.4;105.8;110.5;103.4;105.2
5496.0;2023-2024;15;NOUVELLE-AQUITAINE;13;POITIERS;79;DEUX-SEVRES;79270;SAINT MAIXENT L ECOLE;0790978J;COLLEGE DENFERT ROCHEREAU;public;97;32.5;124.1;100.9;105.9;117.4;103.4;105.8;110.5;103.4;105.2
5510.0;2023-2024;09;HAUTS-DE-FRANCE;20;AMIENS;80;SOMME;80086;BERNAVILLE;0800022P;COLLEGE DU BOIS L EAU;public;89.8;30.1;124.1;100.9;105.9;121.1;95.1;99.6;118.2;93.2;98.9
5521.0;2023-2024;09;HAUTS-DE-FRANCE;20;AMIENS;80;SOMME;80561;MONTDIDIER;0800041K;COLLEGE PARMENTIER;public;85.9;26.3;124.1;100.9;105.9;121.1;95.1;99.6;118.2;93.2;98.9
5528.0;2023-2024;09;HAUTS-DE-FRANCE;20;AMIENS;80;SOMME;80021;AMIENS;0801211G;COLLEGE PRIVE SAINT RIQUIER;privé sous contrat;125.1;32.7;124.1;100.9;105.9;121.1;95.1;99.6;118.2;93.2;98.9
5539.0;2023-2024;09;HAUTS-DE-FRANCE;20;AMIENS;80;SOMME;80021;AMIENS;0801263N;COLLEGE ARTHUR RIMBAUD;public;74.7;28.2;124.1;100.9;105.9;121.1;95.1;99.6;118.2;93.2;98.9
5585.0;2023-2024;16;OCCITANIE;16;TOULOUSE;81;TARN;81004;ALBI;0810052S;COLLEGE HONORE DE BALZAC;public;107.1;35.4;124.1;100.9;105.9;123;107.5;110.3;116.6;103.1;105.9
5607.0;2023-2024;16;OCCITANIE;16;TOULOUSE;81;TARN;81159;MASSAC SERAN;0811066U;COLLEGE PRIVE SAINTE GERMAINE;privé sous contrat;117.3;28.2;124.1;100.9;105.9;123;107.5;110.3;116.6;103.1;105.9
8208.0;2024-2025;02;BOURGOGNE-FRANCHE-COMTE;03;BESANCON;25;DOUBS;25580;VALENTIGNEY;0251599C;COLLEGE LES BRUYERES;public;78.9;27.4;125.1;100.9;106.1;110.1;98.7;100.8;109.3;98.3;100.5
